id,plotid,site,cluster,plot,longitude,latitude,predsoc_stock_20cm,predsoc_stock_30cm,isda SOC stock 20cm,iSDA stock uncertainty,soilGrids SOC stock 30cm,soilGrids uncertainty,OLM 2017 SOC stock 30cm,SA SOC stock 30cm,ADMIN,LDSF_quantity_SOCstock,quartiles,Vegetation,GPW
449,matsooana_5_3_2018,matsooana,5,3,28.444,-29.5437,52.4771781,118.0736507,53.84279625,19.84266611,82,20,80,112.5,Lesotho,High,Q4,grassland,Natural
450,matsooana_5_4_2018,matsooana,5,4,28.443,-29.5418,53.86207016,121.1896579,53.84279625,19.84266611,81,19,90,111.699997,Lesotho,High,Q4,grassland,Natural
451,matsooana_5_5_2018,matsooana,5,5,28.4423,-29.5488,51.33222967,115.4975168,54.6907143,30.09165211,75,21,70,110.0999985,Lesotho,High,Q4,grassland,Natural
452,matsooana_5_7_2018,matsooana,5,7,28.4443,-29.5493,53.05095635,119.3646518,49.24068525,18.20958513,75,21,80,110,Lesotho,High,Q4,grassland,Natural
453,matsooana_5_8_2018,matsooana,5,8,28.4438,-29.5443,47.55833359,107.0062506,55.53863235,19.8461248,82,20,80,112.4000015,Lesotho,High,Q3,grassland,Natural
454,matsooana_5_9_2018,matsooana,5,9,28.4428,-29.5416,49.11405509,110.506624,60.24327731,32.83115993,81,19,90,110.5999985,Lesotho,High,Q3,grassland,Natural
455,matsooana_6_10_2018,matsooana,6,10,28.4406,-29.5171,49.02407623,110.3041715,55.96259138,30.85098017,82,19,70,106.5999985,Lesotho,High,Q3,grassland,Natural
456,matsooana_6_14_2018,matsooana,6,14,28.4383,-29.5212,52.88534308,118.9920219,49.24068525,18.89674658,83,18,90,102.5,Lesotho,High,Q4,grassland,Natural
457,matsooana_6_2_2018,matsooana,6,2,28.44,-29.5196,52.4615296,118.0384416,43.96581215,17.20142029,82,17,80,105.5,Lesotho,High,Q4,grassland,Natural
458,matsooana_6_3_2018,matsooana,6,3,28.4371,-29.5184,35.1412505,79.06781363,51.14923895,19.22565308,81,19,80,108.4000015,Lesotho,High,Q3,grassland,Natural
459,matsooana_6_4_2018,matsooana,6,4,28.4398,-29.5194,50.8523424,114.4177704,49.62239599,18.72603002,82,17,80,105.5,Lesotho,High,Q4,grassland,Natural
460,matsooana_6_9_2018,matsooana,6,9,28.4417,-29.5178,50.75062716,114.1889111,50.76752821,18.71915807,82,19,60,108.5,Lesotho,High,Q4,grassland,Natural
461,matsooana_7_10_2018,matsooana,7,10,28.4387,-29.5041,43.56144642,98.01325444,48.85897452,18.4769831,71,24,70,105.199997,Lesotho,High,Q3,grassland,Natural
462,matsooana_7_12_2018,matsooana,7,12,28.4398,-29.5053,48.64199207,109.4444822,61.18457852,33.61435214,72,23,70,109.0999985,Lesotho,High,Q3,grassland,Natural
463,matsooana_7_2_2018,matsooana,7,2,28.4357,-29.5101,49.36182297,111.0641017,54.6907143,30.38588341,80,20,70,106.5999985,Lesotho,High,Q3,grassland,Natural
464,matsooana_7_4_2018,matsooana,7,4,28.4356,-29.51,49.91995273,112.3198936,54.6907143,30.38588341,80,20,70,106.5999985,Lesotho,High,Q4,grassland,Natural
465,matsooana_7_5_2018,matsooana,7,5,28.4351,-29.5031,43.71010715,98.34774108,55.53863235,20.15616075,74,22,80,106.9000015,Lesotho,High,Q3,grassland,Natural
466,matsooana_7_7_2018,matsooana,7,7,28.4381,-29.5043,48.23513112,108.529045,49.24068525,18.33318812,71,24,70,105.0999985,Lesotho,High,Q3,grassland,Natural
467,matsooana_7_9_2018,matsooana,7,9,28.4365,-29.5073,44.84462324,100.9004023,50.00410673,18.24189513,79,22,80,104.5,Lesotho,High,Q3,grassland,Natural
468,matsooana_8_11_2018,matsooana,8,11,28.4388,-29.4817,40.34828818,90.78364841,54.6907143,29.84876019,72,25,80,106,Lesotho,High,Q3,grassland,Natural
469,matsooana_8_14_2018,matsooana,8,14,28.434,-29.4816,46.29602143,104.1660482,55.96259138,41.58653802,70,26,100,104.699997,Lesotho,High,Q3,wooded_grassland,Natural
470,matsooana_8_2_2018,matsooana,8,2,28.4363,-29.4802,46.71722683,105.1137604,61.18457852,45.46218018,70,25,90,108.199997,Lesotho,High,Q3,grassland,Natural
471,matsooana_8_3_2018,matsooana,8,3,28.4403,-29.481,50.84321411,114.3972317,60.24327731,44.83543891,71,26,90,105.5999985,Lesotho,High,Q4,grassland,Natural
472,matsooana_8_6_2018,matsooana,8,6,28.4369,-29.4786,42.75815686,96.20585293,55.96259138,41.58653802,70,25,80,107.5999985,Lesotho,High,Q3,grassland,Natural
473,matsooana_9_11_2018,matsooana,9,11,28.468,-29.541,48.21035434,108.4732973,55.11467333,30.60662946,82,16,90,106.699997,Lesotho,High,Q3,wooded_grassland,Natural
474,matsooana_9_12_2018,matsooana,9,12,28.465,-29.5442,51.55391672,115.9963126,55.11467333,20.40076865,82,17,90,102.8000031,Lesotho,High,Q4,wooded_grassland,Natural
475,matsooana_9_13_2018,matsooana,9,13,28.4619,-29.5437,52.64804072,118.4580916,51.53094968,18.66090418,81,17,80,105.4000015,Lesotho,High,Q4,wooded_grassland,Natural
476,matsooana_9_2_2018,matsooana,9,2,28.4679,-29.5446,53.5803972,120.5558937,54.6907143,30.38588341,82,16,80,106.4000015,Lesotho,High,Q4,wooded_grassland,Natural
477,matsooana_9_3_2018,matsooana,9,3,28.471,-29.5421,51.91904834,116.8178588,54.6907143,20.56065735,82,16,80,110.8000031,Lesotho,High,Q4,wooded_grassland,Natural
478,matsooana_9_4_2018,matsooana,9,4,28.4648,-29.5425,48.96800244,110.1780055,49.24068525,18.33318812,81,19,90,102.699997,Lesotho,High,Q3,wooded_grassland,Natural
479,matsooana_9_5_2018,matsooana,9,5,28.4683,-29.5433,48.0773421,108.1740197,54.6907143,20.26124935,82,16,100,107.3000031,Lesotho,High,Q3,wooded_grassland,Natural
480,matsooana_9_6_2018,matsooana,9,6,28.4619,-29.5442,52.46544172,118.0472439,46.02670959,16.9468525,81,17,80,107,Lesotho,High,Q4,wooded_grassland,Natural
481,matsooana_9_7_2018,matsooana,9,7,28.4687,-29.5459,52.00772316,117.0173771,55.96259138,20.29856074,72,21,80,111,Lesotho,High,Q4,wooded_grassland,Natural
482,matsooana_9_8_2018,matsooana,9,8,28.4681,-29.5432,55.00701859,123.7657918,54.6907143,30.38588341,82,16,100,107.3000031,Lesotho,High,Q4,wooded_grassland,Natural
483,mekaling_10_4_2018,mekaling,10,4,27.4973,-30.2304,15.25200967,34.31702176,24.23029262,9.6046595,43,20,30,49.90000153,Lesotho,Low,Q1,grassland,Natural
484,mekaling_10_6_2018,mekaling,10,6,27.4976,-30.2319,21.88306066,49.23688647,30.41638357,11.58262443,43,22,30,61.5,Lesotho,Low,Q2,wooded_grassland,Natural
485,mekaling_11_12_2018,mekaling,11,12,27.5041,-30.2067,12.24749807,27.55687066,22.14903726,4.44133904,40,23,50,36.59999847,Lesotho,Low,Q1,grassland,Natural
486,mekaling_11_6_2018,mekaling,11,6,27.4956,-30.2103,16.70992806,37.59733813,19.77862895,3.89842765,41,22,30,43.20000076,Lesotho,Low,Q1,grassland,Natural
487,mekaling_11_7_2018,mekaling,11,7,27.5038,-30.2071,7.45384155,16.77114348,22.30953753,4.33877802,40,23,30,33.09999847,Lesotho,Low,Q1,grassland,Natural
488,mekaling_12_14_2018,mekaling,12,14,27.4916,-30.1941,16.61864515,37.39195159,32.90426843,12.0462121,42,19,50,64.30000305,Lesotho,Low,Q1,grassland,Natural
489,mekaling_12_1_2018,mekaling,12,1,27.4949,-30.1948,16.60951686,37.37141294,29.29813418,10.72586897,44,19,30,56,Lesotho,Low,Q1,wooded_grassland,Natural
490,mekaling_12_2_2018,mekaling,12,2,27.4943,-30.1986,11.2929397,25.40911432,24.05080897,4.45466199,40,18,40,47.40000153,Lesotho,Low,Q1,grassland,Other
491,mekaling_12_3_2018,mekaling,12,3,27.4902,-30.1946,22.12430833,49.77969375,29.29813418,10.7607878,41,19,50,57.09999847,Lesotho,Low,Q2,grassland,Natural
492,mekaling_13_10_2018,mekaling,13,10,27.5191,-30.2593,10.53398755,23.70147199,26.46118564,10.2811159,41,19,30,80.90000153,Lesotho,Low,Q1,grassland,Natural
493,mekaling_13_13_2018,mekaling,13,13,27.522,-30.2581,18.80870722,42.31959125,26.26072212,10.14965033,41,19,30,73.19999695,Lesotho,Low,Q2,grassland,Natural
494,mekaling_13_3_2018,mekaling,13,3,27.5213,-30.2593,11.82238055,26.60035623,26.46118564,5.62345711,42,19,30,79.09999847,Lesotho,Low,Q1,grassland,Natural
495,mekaling_13_4_2018,mekaling,13,4,27.5149,-30.2541,11.48593784,25.84336014,21.66753645,5.06274231,38,19,30,53.59999847,Lesotho,Low,Q1,grassland,Natural
496,mekaling_13_7_2018,mekaling,13,7,27.514,-30.2569,15.8195661,35.59402372,26.06025859,5.67361615,40,18,30,73.30000305,Lesotho,Low,Q1,grassland,Natural
497,mekaling_13_8_2018,mekaling,13,8,27.5142,-30.2574,19.38679584,43.62029063,30.86368333,11.54993248,40,18,30,90.09999847,Lesotho,Low,Q2,grassland,Natural
498,mekaling_13_9_2018,mekaling,13,9,27.5153,-30.2564,18.62541083,41.90717437,27.26303975,10.50361185,40,20,50,90.30000305,Lesotho,Low,Q2,grassland,Natural
499,mekaling_14_10_2018,mekaling,14,10,27.5184,-30.2367,25.26638003,56.84935507,26.8621127,5.08358693,42,20,30,62.29999924,Lesotho,Low,Q2,grassland,Natural
500,mekaling_14_11_2018,mekaling,14,11,27.5165,-30.2333,12.60871757,28.36961452,21.18603564,4.52213,41,20,30,58.29999924,Lesotho,Low,Q1,grassland,Natural
501,mekaling_14_13_2018,mekaling,14,13,27.516,-30.2395,19.8097875,44.57202188,26.8621127,5.39052002,40,21,40,58.09999847,Lesotho,Low,Q2,grassland,Natural
502,mekaling_14_14_2018,mekaling,14,14,27.5183,-30.2384,20.00654495,45.01472613,28.85083442,10.9743308,42,20,30,96.09999847,Lesotho,Low,Q2,grassland,Natural
503,mekaling_14_15_2018,mekaling,14,15,27.5151,-30.2327,16.27177012,36.61148276,23.69184167,5.120837,41,21,30,59.59999847,Lesotho,Low,Q1,grassland,Natural
504,mekaling_14_4_2018,mekaling,14,4,27.5177,-30.2336,10.06583666,22.64813248,19.49198216,3.84684886,41,20,30,58.20000076,Lesotho,Low,Q1,grassland,Natural
505,mekaling_14_5_2018,mekaling,14,5,27.5179,-30.2376,30.15898367,67.85771325,29.29813418,6.00419984,42,20,30,71.09999847,Lesotho,Low,Q2,grassland,Natural
506,mekaling_14_6_2018,mekaling,14,6,27.5181,-30.2366,15.00032966,33.75074174,29.96908381,5.93177569,42,20,30,64.59999847,Lesotho,Low,Q1,grassland,Natural
507,mekaling_14_8_2018,mekaling,14,8,27.518,-30.2327,14.64563038,32.95266835,23.87132532,4.9706691,41,19,30,49.20000076,Lesotho,Low,Q1,grassland,Natural
508,mekaling_15_11_2018,mekaling,15,11,27.5188,-30.2229,29.76729552,66.97641491,25.30719451,4.6840515,40,23,40,39,Lesotho,Low,Q2,grassland,Natural
509,mekaling_15_15_2018,mekaling,15,15,27.5194,-30.2235,23.75696828,53.45317863,24.76874356,4.58572191,39,23,40,44.5,Lesotho,Low,Q2,grassland,Natural
510,mekaling_15_5_2018,mekaling,15,5,27.5187,-30.2188,8.91436802,20.05732804,20.20859915,3.87385969,39,24,30,42.70000076,Lesotho,Low,Q1,grassland,Natural
511,mekaling_16_11_2018,mekaling,16,11,27.5205,-30.1995,10.96432124,24.6697228,22.14903726,4.20293535,43,23,30,38.59999847,Lesotho,Low,Q1,grassland,Natural
512,mekaling_16_13_2018,mekaling,16,13,27.5197,-30.1967,11.81977246,26.59448804,21.66753645,8.25748349,43,24,30,42,Lesotho,Low,Q1,grassland,Natural
513,mekaling_16_14_2018,mekaling,16,14,27.5181,-30.198,17.49496104,39.36366233,21.82803672,8.31634738,44,24,30,49.70000076,Lesotho,Low,Q1,grassland,Natural
514,mekaling_16_1_2018,mekaling,16,1,27.5225,-30.1973,13.79017916,31.0279031,19.63530555,3.83264129,43,22,30,41.90000153,Lesotho,Low,Q1,grassland,Natural
515,mekaling_16_2_2018,mekaling,16,2,27.5162,-30.1997,15.09552469,33.96493055,21.50703618,8.26747171,43,23,30,35.70000076,Lesotho,Low,Q1,grassland,Natural
516,mekaling_16_3_2018,mekaling,16,3,27.5188,-30.1973,13.86190144,31.18927824,21.34653591,8.20913445,43,24,30,44.79999924,Lesotho,Low,Q1,grassland,Natural
517,mekaling_16_4_2018,mekaling,16,4,27.518,-30.2005,15.82970005,35.61682511,22.14903726,4.20293535,45,23,30,39.40000153,Lesotho,Low,Q1,grassland,Natural
518,mekaling_16_5_2018,mekaling,16,5,27.5223,-30.1987,11.54331567,25.97246025,21.50703618,4.20440598,44,22,30,40.5,Lesotho,Low,Q1,grassland,Natural
519,mekaling_16_6_2018,mekaling,16,6,27.5161,-30.201,19.57009223,44.03270751,21.66753645,8.3258326,43,23,30,36.70000076,Lesotho,Low,Q2,grassland,Natural
520,mekaling_16_9_2018,mekaling,16,9,27.521,-30.1991,13.89580652,31.26556466,21.66753645,4.1201804,43,24,30,38.20000076,Lesotho,Low,Q1,grassland,Natural
521,mekaling_1_13_2018,mekaling,1,13,27.4547,-30.2533,18.49385682,41.61117784,28.26535739,10.70771153,37,21,30,72.09999847,Lesotho,Low,Q2,wooded_grassland,Natural
522,mekaling_1_2_2018,mekaling,1,2,27.4508,-30.2525,14.24920176,32.06070396,30.86368333,17.70866679,38,20,30,56.70000076,Lesotho,Low,Q1,grassland,Natural
523,mekaling_1_4_2018,mekaling,1,4,27.4513,-30.2521,13.062524,29.39067901,28.26535739,10.62482558,38,20,30,61.79999924,Lesotho,Low,Q1,grassland,Natural
524,mekaling_1_6_2018,mekaling,1,6,27.4522,-30.2556,11.50810655,25.89323973,22.63053807,4.51989043,36,23,30,40.90000153,Lesotho,Low,Q1,grassland,Natural
525,mekaling_1_8_2018,mekaling,1,8,27.4539,-30.2527,16.73079272,37.64428362,24.58925991,5.26190807,37,19,40,67.59999847,Lesotho,Low,Q1,grassland,Natural
526,mekaling_2_11_2018,mekaling,2,11,27.4475,-30.2356,6.07025352,13.65807043,18.52826269,3.70718242,39,22,30,37,Lesotho,Low,Q1,grassland,Natural
527,mekaling_2_13_2018,mekaling,2,13,27.4503,-30.2343,10.19102464,22.92980544,18.91160606,3.69617329,40,22,30,39.79999924,Lesotho,Low,Q1,grassland,Natural
528,mekaling_2_14_2018,mekaling,2,14,27.4445,-30.2355,5.69077745,12.80424926,18.78382493,3.67311543,37,20,30,40.79999924,Lesotho,Low,Q1,grassland,Natural
529,mekaling_2_15_2018,mekaling,2,15,27.4469,-30.2381,6.5944782,14.83757596,20.63856934,4.14375478,37,19,20,37.90000153,Lesotho,Low,Q1,grassland,Natural
530,mekaling_2_2_2018,mekaling,2,2,27.4484,-30.2329,5.44170553,12.24383743,18.78382493,3.67311543,39,22,40,36.90000153,Lesotho,Low,Q1,grassland,Natural
531,mekaling_2_4_2018,mekaling,2,4,27.4454,-30.2353,6.56057313,14.76128953,18.78382493,3.75227738,37,20,30,41.20000076,Lesotho,Low,Q1,grassland,Natural
532,mekaling_2_5_2018,mekaling,2,5,27.448,-30.2353,5.96201808,13.41454068,18.65604381,3.65006972,39,22,30,39.5,Lesotho,Low,Q1,grassland,Natural
533,mekaling_2_8_2018,mekaling,2,8,27.4484,-30.2375,8.03022789,18.06801275,18.40048157,3.68466247,36,19,30,37.79999924,Lesotho,Low,Q1,grassland,Natural
534,mekaling_2_9_2018,mekaling,2,9,27.4509,-30.2338,8.31711702,18.71351328,16.60281176,3.33834937,38,22,40,37.70000076,Lesotho,Low,Q1,grassland,Natural
535,mekaling_3_12_2018,mekaling,3,12,27.4524,-30.2188,6.5344923,14.70260767,18.65604381,3.82482028,36,34,30,44.5,Lesotho,Low,Q1,grassland,Natural
536,mekaling_3_15_2018,mekaling,3,15,27.4546,-30.2171,9.37730275,21.09893118,16.94396543,3.40189896,36,34,30,43.09999847,Lesotho,Low,Q1,grassland,Natural
537,mekaling_3_5_2018,mekaling,3,5,27.453,-30.2214,7.28953232,16.40144772,18.52826269,3.59311463,33,30,30,38.40000153,Lesotho,Low,Q1,grassland,Natural
538,mekaling_3_7_2018,mekaling,3,7,27.4536,-30.2173,8.01066726,18.02400135,16.60281176,3.33834937,34,34,30,44.59999847,Lesotho,Low,Q1,grassland,Natural
539,mekaling_3_8_2018,mekaling,3,8,27.4523,-30.2204,6.77834806,15.25128312,21.35518633,4.27067777,36,29,30,39.09999847,Lesotho,Low,Q1,grassland,Natural
540,mekaling_4_10_2018,mekaling,4,10,27.4549,-30.1994,10.36837428,23.32884213,27.86443034,5.39060095,40,21,40,54.59999847,Lesotho,Low,Q1,grassland,Natural
541,mekaling_4_11_2018,mekaling,4,11,27.4508,-30.1961,13.56066785,30.51150267,33.65209271,12.57472887,38,20,40,60.79999924,Lesotho,Low,Q1,wooded_grassland,Other
542,mekaling_4_12_2018,mekaling,4,12,27.4499,-30.1977,16.33827623,36.76112152,24.58925991,5.00782505,41,19,40,43.70000076,Lesotho,Low,Q1,grassland,Natural
543,mekaling_4_14_2018,mekaling,4,14,27.448,-30.1978,8.91958418,20.06906442,20.49524594,7.80666037,42,21,40,45.79999924,Lesotho,Low,Q1,grassland,Natural
544,mekaling_4_4_2018,mekaling,4,4,27.4563,-30.1998,11.47289743,25.81401921,24.94822721,9.484377,37,21,40,55.20000076,Lesotho,Low,Q1,grassland,Natural
545,mekaling_5_10_2018,mekaling,5,10,27.4763,-30.2628,28.39651838,63.89216635,31.65789462,13.01849037,46,31,50,81.40000153,Lesotho,Low,Q2,wooded_grassland,Natural
546,mekaling_5_11_2018,mekaling,5,11,27.4758,-30.2594,20.57119491,46.28518856,33.90136747,19.27024247,43,30,50,69.69999695,Lesotho,Low,Q2,wooded_grassland,Natural
547,mekaling_5_15_2018,mekaling,5,15,27.4788,-30.2604,18.86550864,42.44739445,30.41638357,11.51549354,43,37,30,83.09999847,Lesotho,Low,Q2,wooded_grassland,Natural
548,mekaling_5_2_2018,mekaling,5,2,27.4759,-30.2588,21.12106168,47.52238877,30.86368333,11.54993248,43,30,40,89.30000305,Lesotho,Low,Q2,wooded_grassland,Natural
549,mekaling_5_3_2018,mekaling,5,3,27.4749,-30.2606,17.87812555,40.22578249,29.52178405,11.42475851,45,31,50,63,Lesotho,Low,Q2,wooded_grassland,Natural
550,mekaling_5_4_2018,mekaling,5,4,27.4764,-30.2573,22.10804224,49.74309503,30.41638357,11.51549354,42,26,40,68.90000153,Lesotho,Low,Q2,wooded_grassland,Natural
551,mekaling_5_5_2018,mekaling,5,5,27.4791,-30.2578,16.11566026,36.26023559,30.86368333,11.54993248,42,29,40,63.90000153,Lesotho,Low,Q1,wooded_grassland,Natural
552,mekaling_5_6_2018,mekaling,5,6,27.4776,-30.2624,14.633894,32.9262615,26.26072212,10.49037113,46,38,50,70.59999847,Lesotho,Low,Q1,grassland,Natural
553,mekaling_5_7_2018,mekaling,5,7,27.4809,-30.2598,21.55705028,48.50336314,32.65499366,12.61494279,43,28,40,91.90000153,Lesotho,Low,Q2,wooded_grassland,Natural
554,mekaling_5_9_2018,mekaling,5,9,27.4772,-30.2567,21.03646334,47.33204252,31.08733321,6.39780098,42,26,30,66,Lesotho,Low,Q2,wooded_grassland,Natural
555,mekaling_6_10_2018,mekaling,6,10,27.48,-30.2345,13.9362318,31.35652156,20.20859915,4.2384878,38,23,30,35.09999847,Lesotho,Low,Q1,grassland,Natural
556,mekaling_6_11_2018,mekaling,6,11,27.4752,-30.2321,10.51442693,23.65746059,18.52826269,3.62703639,38,26,30,34.20000076,Lesotho,Low,Q1,grassland,Natural
557,mekaling_6_15_2018,mekaling,6,15,27.4738,-30.2311,9.91587188,22.31071174,18.27270045,1.27781122,38,24,30,33.40000153,Lesotho,Low,Q1,grassland,Natural
558,mekaling_6_1_2018,mekaling,6,1,27.4743,-30.2311,13.81104382,31.0748486,20.35192254,4.0931303,38,26,30,32.79999924,Lesotho,Low,Q1,grassland,Natural
559,mekaling_6_2_2018,mekaling,6,2,27.4753,-30.231,11.63329453,26.17491269,20.49524594,4.11843182,38,26,30,35.29999924,Lesotho,Low,Q1,grassland,Natural
560,mekaling_6_3_2018,mekaling,6,3,27.4756,-30.2329,22.81023416,51.32302685,22.14903726,4.44133904,38,24,30,48.90000153,Lesotho,Low,Q2,grassland,Natural
561,mekaling_6_4_2018,mekaling,6,4,27.4777,-30.2307,6.98308257,15.71193578,18.14491932,3.91002141,43,28,30,39.5,Lesotho,Low,Q1,grassland,Natural
562,mekaling_6_5_2018,mekaling,6,5,27.478,-30.2339,15.93271933,35.84861849,20.06527575,4.21425317,39,22,30,42.5,Lesotho,Low,Q1,grassland,Natural
563,mekaling_6_7_2018,mekaling,6,7,27.4783,-30.2309,7.31691719,16.46306368,20.78189274,4.46643977,43,28,30,36.59999847,Lesotho,Low,Q1,grassland,Natural
564,mekaling_6_8_2018,mekaling,6,8,27.4756,-30.2334,18.49255278,41.60824375,20.35192254,7.80079378,38,24,30,43.40000153,Lesotho,Low,Q2,grassland,Natural
565,mekaling_7_10_2018,mekaling,7,10,27.4742,-30.2162,9.61724638,21.63880436,16.71652965,3.42810907,36,29,30,38.59999847,Lesotho,Low,Q1,grassland,Natural
566,mekaling_7_11_2018,mekaling,7,11,27.4733,-30.2188,11.02300311,24.801757,16.71652965,3.42810907,35,33,30,42.20000076,Lesotho,Low,Q1,grassland,Natural
567,mekaling_7_12_2018,mekaling,7,12,27.474,-30.2142,8.67964055,19.52919124,18.27270045,3.66216132,36,29,30,36.29999924,Lesotho,Low,Q1,grassland,Natural
568,mekaling_7_13_2018,mekaling,7,13,27.47,-30.2178,9.45945736,21.28377907,16.60281176,3.53587488,37,30,30,38.70000076,Lesotho,Low,Q1,grassland,Natural
569,mekaling_7_15_2018,mekaling,7,15,27.4691,-30.2181,8.5114192,19.15069319,18.0171382,3.71519719,37,30,30,37.20000076,Lesotho,Low,Q1,grassland,Natural
570,mekaling_7_3_2018,mekaling,7,3,27.4699,-30.2186,9.25341881,20.82019231,16.60281176,3.48985919,37,30,30,40.29999924,Lesotho,Low,Q1,grassland,Natural
571,mekaling_7_4_2018,mekaling,7,4,27.4751,-30.2172,8.19192903,18.43184032,18.65604381,3.72972084,36,33,30,41.29999924,Lesotho,Low,Q1,grassland,Natural
572,mekaling_7_5_2018,mekaling,7,5,27.474,-30.2158,15.71885652,35.36742718,16.71652965,3.51011812,36,29,30,41.09999847,Lesotho,Low,Q1,grassland,Natural
573,mekaling_7_7_2018,mekaling,7,7,27.4698,-30.2152,8.48925049,19.10081361,18.0171382,3.71519719,40,32,30,47.59999847,Lesotho,Low,Q1,grassland,Natural
574,mekaling_7_8_2018,mekaling,7,8,27.4722,-30.2148,24.41942136,54.94369805,20.63856934,4.14375478,40,31,30,47.5,Lesotho,Low,Q2,wooded_grassland,Natural
575,mekaling_8_11_2018,mekaling,8,11,27.4755,-30.194,24.59937908,55.34860294,32.90426843,12.25080644,45,21,30,93.69999695,Lesotho,Low,Q2,wooded_grassland,Other
576,mekaling_8_12_2018,mekaling,8,12,27.4773,-30.1959,14.3352685,32.25435413,28.62718454,10.52124789,43,19,30,68.59999847,Lesotho,Low,Q1,wooded_grassland,Natural
577,mekaling_8_1_2018,mekaling,8,1,27.4758,-30.1989,13.49155366,30.35599572,30.19273369,10.99202924,40,20,40,69.69999695,Lesotho,Low,Q1,grassland,Other
578,mekaling_8_2_2018,mekaling,8,2,27.4713,-30.1991,9.52465944,21.43048373,29.52178405,11.08025814,41,18,40,73.80000305,Lesotho,Low,Q1,grassland,Other
579,mekaling_8_3_2018,mekaling,8,3,27.479,-30.1969,11.97625744,26.94657924,26.06025859,9.72180517,40,21,30,52.5,Lesotho,Low,Q1,wooded_grassland,Natural
580,mekaling_8_5_2018,mekaling,8,5,27.4764,-30.1935,9.72678587,21.8852682,32.4057189,18.24112635,45,21,30,96.30000305,Lesotho,Low,Q1,wooded_grassland,Other
581,mekaling_8_6_2018,mekaling,8,6,27.4707,-30.1983,14.72387287,33.12871395,31.90716938,11.9020275,39,18,30,71,Lesotho,Low,Q1,grassland,Other
582,mekaling_8_7_2018,mekaling,8,7,27.4783,-30.1984,16.96943231,38.18122271,26.8621127,9.93421998,40,21,30,48.59999847,Lesotho,Low,Q1,wooded_grassland,Natural
583,mekaling_8_8_2018,mekaling,8,8,27.4749,-30.1951,17.65252999,39.71819249,28.62718454,10.70972449,45,19,30,92.19999695,Lesotho,Low,Q1,wooded_grassland,Other
