,Scientific name,Local name,country_x,verbatim_name,nameSource_x,country_y,scientificName,rank,status,kingdom,phylum,order,family,genus,species,confidence,canonicalName,species_matched_from_accepted,country_matched_from,source,verbatim_name_from_gbif,match_score,match_status,nameSource_y,original_name_gbif_local,species_matched_from_gbif_local,_merge,cleaned_scientific_name
429,Grevillea robusta,mgrivelia,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
430,Carica papaya,ipapai,Kenya,carica papaya,scientific_name,Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,,,,,,,,,,both,Carica papaya
431,Mangifera indica,maembe,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
432,Persea americana,avocado,Kenya,avocado,local_name (replaced Unknown),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avokado,Kenya,R,persea americana,0.066666667,Accepted,scientific_name,avocado,Avokado,both,Persea americana
433,Citrus limon,matimu,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
434,Grevillea robusta,mukima,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
435,Azadirachta indica,mwarobaini,Kenya,mwarobaini,local_name (replaced Unknown),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0.040000000000000036,Accepted,scientific_name,mwarobaini,Mwarubaini,both,Azadirachta indica
436,Grevillea robusta,mukima,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
437,Persea americana,mapakato,Kenya,mapakato,local_name (replaced Unknown),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,mapakato,Kenya,V,persea americana,0,Accepted,scientific_name,avocado,Avokado,both,Persea americana
438,Persea americana,avocado,Kenya,avocado,local_name (replaced Unknown),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avokado,Kenya,R,persea americana,0.066666667,Accepted,scientific_name,avocado,Avokado,both,Persea americana
439,Grevillea robusta,Mukima,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
440,Melia volkensii,mukau,Kenya,melia volkensii,scientific_name,Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,,,,,,,,,,both,Melia volkensii
441,Mangifera indica,maembe,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
442,Azadirachta indica,Muarobaini,Kenya,muarobaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0.093333333,Accepted,scientific_name,mwarobaini,Mwarubaini,both,Azadirachta indica
443,Syzygium cumini,Zambarau,Kenya,syzgium cumin,scientific_name,Kenya,Syzygium cumini (L.) Skeels,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium cumini,89,Syzygium cumini,,,,,,,,,,both,Syzygium cumini
444,Acacia tortilis,Mwaa,Kenya,acacia tortillis,scientific_name,Kenya,Acacia tortilis (Forssk.) Hayne,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia tortilis,97,Acacia tortilis,,,,,,,,,,both,Acacia tortilis
445,Tamarindus indica,Mukwasu,Kenya,tamarindus indica,scientific_name,Kenya,Tamarindus indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Tamarindus,Tamarindus indica,100,Tamarindus indica,,,,,,,,,,both,Tamarindus indica
446,Senna siamea,muchola,Kenya,senna siemea,scientific_name,Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,96,Senna siamea,,,,,,,,,,both,Senna siamea
447,Mangifera indica,Maembe,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
448,Jacaranda mimosifolia,Jacaranda,Kenya,jacaranda,local_name (replaced NA),Kenya,Jacaranda mimosifolia D.Don,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Jacaranda,Jacaranda mimosifolia,100,Jacaranda mimosifolia,Jacaranda,Uganda,R,jacaranda mimosifolia,0,Accepted,scientific_name,jacaranda,Jacaranda,both,Jacaranda mimosifolia
449,Grevillea robusta,Gluveria,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
450,Pouteria adolfi-friederici,Munina,Kenya,munina,local_name (replaced NA),Kenya,Pouteria adolfi-friederici (Engl.) Baehni,SPECIES,ACCEPTED,Plantae,Tracheophyta,Ericales,Sapotaceae,Pouteria,Pouteria adolfi-friederici,96,Pouteria adolfi-friederici,Muna,Kenya,R,pouteria adolfifriedericii,0.077777778,Accepted,scientific_name,munina,Muna,both,Pouteria adolfi-friederici
451,Annona squamosa,Matomoko,Kenya,matomoko,local_name (replaced NA),Kenya,Annona squamosa L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona squamosa,99,Annona squamosa,Matomoko,Kenya,R,annona squamosa,0,Accepted,scientific_name,matomoko,Matomoko,both,Annona squamosa
452,Carica papaya,Ivavai,Kenya,papaya,scientific_name,Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,papaya,,T,carica papaya,0,Accepted,scientific_name,kivavai,kivavai,both,Carica papaya
453,Persea americana,Ivakato,Kenya,ivakato,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,ivakato,Kenya,V,persea americana,0,Accepted,scientific_name,avocado,Avokado,both,Persea americana
454,Croton megalocarpus,Mithulu,Kenya,croton megalocarpus,scientific_name,Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,,,,,,,,,,both,Croton megalocarpus
455,Olea europaea,Muthata,Kenya,muthata,local_name (replaced NA),Kenya,Olea europaea L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Oleaceae,Olea,Olea europaea,99,Olea europaea,Muthata,Kenya,R,olea europaea,0,Accepted,scientific_name,muthata,Muthata,both,Olea europaea
456,Terminalia brownii,Muuku,Kenya,muuku,local_name (replaced NA),Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,Muuku,Kenya,R,terminalia brownii,0,Accepted,scientific_name,muuku,Muuku,both,Terminalia brownii
457,Azadirachta indica,Mukilifi,Kenya,mukilifi,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mkilifi,Kenya,R,azadirachta indica,0.0375,Accepted,scientific_name,mwarobaini,Mwarubaini,both,Azadirachta indica
458,Citrus limon,Ndimu,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
459,Monoon longifolium,Ashok,Kenya,ashok,local_name (replaced NA),Kenya,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,Polyalthia longifolia,100,Monoon longifolium,ashok,Kenya,V,monoon longifolium,0,Accepted,scientific_name,ashok,ashok,both,Monoon longifolium
460,Tamarindus indica,Kikwasu,Kenya,kikwasu,local_name (replaced NA),Kenya,Tamarindus indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Tamarindus,Tamarindus indica,100,Tamarindus indica,kikwasu,Kenya,V,tamarindus indica,0,Accepted,scientific_name,mkwachu,Mkwachu,both,Tamarindus indica
461,Syzygium germainii,zambarau,Kenya,syzygium germainii,scientific_name,Kenya,Syzygium germainii Amshoff,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium germainii,100,Syzygium germainii,,,,,,,,,,both,Syzygium germainii
462,Scutia myrtina,Kiumbu,Kenya,kiumbu,local_name (replaced NA),Kenya,Scutia myrtina (Burm.fil.) Kurz,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Rhamnaceae,Scutia,Scutia myrtina,99,Scutia myrtina,Kitumbuu,Kenya,R,scutia myrtina,0.066666667,Accepted,scientific_name,kiumbu,Kitumbuu,both,Scutia myrtina
463,Azadirachta indica,Mwarobaini,Kenya,mwarobaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0.040000000000000036,Accepted,scientific_name,mwarobaini,Mwarubaini,both,Azadirachta indica
464,Leucaena leucocephala,Lucina,Kenya,lucina,local_name (replaced NA),Kenya,Leucaena leucocephala (Lam.) de Wit,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,99,Leucaena leucocephala,Lusina,Kenya,R,leucaena leucocephala,0.088888889,Accepted,scientific_name,lucina,Lusina,both,Leucaena leucocephala
465,,Venessi,Kenya,venessi,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
466,Acacia tortilis,Mwaa,Kenya,acacia tortillis,scientific_name,Kenya,Acacia tortilis (Forssk.) Hayne,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia tortilis,97,Acacia tortilis,,,,,,,,,,both,Acacia tortilis
467,Acacia gerrardii,,Kenya,acacia gerrardii,scientific_name,Kenya,Acacia gerrardii Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia gerrardii,100,Acacia gerrardii,,,,,,,,,,both,Acacia gerrardii
468,Senna siamea,Muchola,Kenya,senna siemea,scientific_name,Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,96,Senna siamea,,,,,,,,,,both,Senna siamea
469,Senna spectabilis,,Kenya,senna spectabilis,scientific_name,Kenya,Senna spectabilis (DC.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna spectabilis,100,Senna spectabilis,,,,,,,,,,both,Senna spectabilis
470,Acacia polyacantha,,Kenya,acacia polyacantha,scientific_name,Kenya,Acacia polyacantha Willd.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia polyacantha,100,Acacia polyacantha,,,,,,,,,,both,Acacia polyacantha
471,Tamarindus indica,Kikwasu,Kenya,tamarindus indica,scientific_name,Kenya,Tamarindus indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Tamarindus,Tamarindus indica,100,Tamarindus indica,,,,,,,,,,both,Tamarindus indica
472,Delonix regia,,Kenya,delonix regea,scientific_name,Kenya,Delonix regia (Bojer ex Hook.) Raf.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Delonix,Delonix regia,96,Delonix regia,,,,,,,,,,both,Delonix regia
473,Cordia africana,,Kenya,cordia africana,scientific_name,Kenya,Cordia africana Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Boraginales,Cordiaceae,Cordia,Cordia africana,100,Cordia africana,,,,,,,,,,both,Cordia africana
474,Olea africana,,Kenya,olea africana,scientific_name,Kenya,Olea africana Mill.,SPECIES,SYNONYM,Plantae,Tracheophyta,Lamiales,Oleaceae,Olea,Olea europaea,100,Olea africana,,,,,,,,,,both,Olea africana
475,Balanites aegyptiaca,,Kenya,balanites aegyptiaca,scientific_name,Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,,,,,,,,,,both,Balanites aegyptiaca
476,Azadirachta indica,,Kenya,azadirachta indica,scientific_name,Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,,,,,,,,,,both,Azadirachta indica
477,Azadirachta indica,Neem,Kenya,neem,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Neem,Uganda,R,azadirachta indica,0,Accepted,scientific_name,mwarobaini,Mwarubaini,both,Azadirachta indica
478,Terminalia mantaly,umbrella,Kenya,umbrella,local_name (replaced NA),Kenya,Terminalia mantaly H.Perrier,SPECIES,SYNONYM,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia neotaliala,100,Terminalia mantaly,Umbrella,Kenya,V,terminalia mantaly,0,Accepted,scientific_name,umbrella,Umbrella,both,Terminalia mantaly
479,Carica papaya,Ivavai,Kenya,carica papaya,scientific_name,Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,,,,,,,,,,both,Carica papaya
480,Citrus limon,Ndimu,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
481,,passion tree,Kenya,passiflora,scientific_name,,,,,,,,,,,,,,,,,,,,,,left_only,
482,Psidium guajava,Mapera,Kenya,mapera,local_name (replaced NA),Kenya,Psidium guajava L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Psidium,Psidium guajava,100,Psidium guajava,Mapera,Kenya,R,psidium guajava,0,Accepted,scientific_name,kipera,kipera,both,Psidium guajava
483,,Isandala tangerine,Kenya,isandala tangerine,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
484,Citrus sinensis,Machungwa,Kenya,citrus sinensis,scientific_name,Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,,,,,,,,,,both,Citrus sinensis
485,Persea americana,Avocado,Kenya,avocado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avokado,Kenya,R,persea americana,0.066666667,Accepted,scientific_name,avocado,Avokado,both,Persea americana
486,Syzygium cordatum,Zambarau,Kenya,zambarau,local_name (replaced NA),Kenya,Syzygium cordatum Hochst.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium cordatum,99,Syzygium cordatum,zambarao,Kenya,V,syzygium cordatum,0.050000000000000044,Accepted,scientific_name,musu,Musu,both,Syzygium cordatum
487,Syzygium germainii,zambarau,Kenya,syzygium germainii,scientific_name,Kenya,Syzygium germainii Amshoff,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium germainii,100,Syzygium germainii,,,,,,,,,,both,Syzygium germainii
488,Grevillea robusta,mukima,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
489,Croton megalocarpus,muthulu,Kenya,croton megalocarpus,scientific_name,Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,,,,,,,,,,both,Croton megalocarpus
490,Croton megalocarpus,Kithulu,Kenya,croton megalocarpus,scientific_name,Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,,,,,,,,,,both,Croton megalocarpus
491,Senna spectabilis,Muchola,Kenya,sienna siemea,scientific_name,Kenya,Senna spectabilis (DC.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna spectabilis,100,Senna spectabilis,sienna simea,,J,senna spectabilis,0.032051282,Accepted,scientific_name,cassia,Cassia,both,Senna spectabilis
492,Mangifera indica,Maembe,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
493,Citrus limon,Itimo,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
494,,Ndae,Kenya,ndae,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
495,Azadirachta indica,Muarobaini,Kenya,muarobaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0.093333333,Accepted,scientific_name,mwarobaini,Mwarubaini,both,Azadirachta indica
496,Grevillea robusta,mukima,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
497,Citrus limon,mutimu,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
498,Persea americana,avocado,Kenya,avocado,local_name (replaced Unknown),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avokado,Kenya,R,persea americana,0.066666667,Accepted,scientific_name,avocado,Avokado,both,Persea americana
499,,mavela,Kenya,guajava,scientific_name,,,,,,,,,,,,,,,,,,,,,,left_only,
500,Mangifera indica,maembe,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
501,Mangifera indica,miembe,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
502,Cassia arereh,mwela ndathe,Kenya,mwela ndathe,local_name (replaced Unknown),Kenya,Cassia arereh Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Cassia,Cassia arereh,100,Cassia arereh,mwela ndathe,Kenya,V,cassia arereh,0,Accepted,scientific_name,mwela ndathe,mwela ndathe,both,Cassia arereh
503,Leucaena leucocephala,lucina,Kenya,lucina,local_name (replaced Unknown),Kenya,Leucaena leucocephala (Lam.) de Wit,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,99,Leucaena leucocephala,Lusina,Kenya,R,leucaena leucocephala,0.088888889,Accepted,scientific_name,lucina,Lusina,both,Leucaena leucocephala
504,Persea americana,ivakato,Kenya,ivakato,local_name (replaced Unknown),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,ivakato,Kenya,V,persea americana,0,Accepted,scientific_name,avocado,Avokado,both,Persea americana
505,Osyris lanceolata,muchora,Kenya,muchora,local_name (replaced NA),Kenya,Osyris lanceolata Steud. & Hochst. ex A.DC.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Santalales,Santalaceae,Osyris,Osyris lanceolata,99,Osyris lanceolata,Muchai,Kenya,R,osyris lanceolata,0.09047619,Accepted,scientific_name,muchora,Muchai,both,Osyris lanceolata
506,Melia volkensii,mukau,Kenya,mukau,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,Mukau,Kenya,R,melia volkensii,0,Accepted,scientific_name,kirumbutu,Kirumbutu,both,Melia volkensii
507,Calliandra,kalila,Kenya,kalila,local_name (replaced Unknown),Kenya,Calliandra Benth.,GENUS,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Calliandra,,96,Calliandra,kaliyan,,T,calliandra spp,0.09047619,Accepted,scientific_name,kalila,kaliyan,both,Calliandra
508,Mangifera indica,miembe,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
509,Citrus limon,kitimu,Kenya,kitimu,local_name (replaced Unknown),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,kitimu,Kenya,V,citrus limon,0,Accepted,scientific_name,lemon,lemon,both,Citrus limon
510,Carica papaya,papai,Kenya,papai,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,kipapai,Kenya,V,carica papaya,0.095238095,Accepted,scientific_name,kivavai,kivavai,both,Carica papaya
