,Tree Scientific Name,Tree Local Name,Total Trees Planted,Total Trees Survived,Tree Usage,Other Tree Usages,has_fruits,country_x,verbatim_name,nameSource_x,country_y,scientificName,rank,status,kingdom,phylum,order,family,genus,species,confidence,canonicalName,species_matched_from_accepted,country_matched_from,source,verbatim_name_from_gbif,match_score,match_status,nameSource_y,original_name_gbif_local,species_matched_from_gbif_local,_merge,cleaned_scientific_name
322,Azadirachta indica,Mwarobaini,50,38,FODDER FIREWOOD CONSTRUCTION SHADE SOIL_FERTILITY ,,FALSE,Kenya,mwarobaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0.040000000000000036,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
323,Monoon longifolium,Ashok,20,15,SHADE SOIL_FERTILITY ,flower,FALSE,Kenya,ashok,local_name (replaced NA),Kenya,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,Polyalthia longifolia,100,Monoon longifolium,ashok,Kenya,V,monoon longifolium,0,Accepted,scientific_name,ashok,ashok,both,Monoon longifolium
324,Tamarindus indica,kikwasu,10,5,FODDER FIREWOOD CONSTRUCTION FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,tamarindus indica,scientific_name,Kenya,Tamarindus indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Tamarindus,Tamarindus indica,100,Tamarindus indica,,,,,,,,,,both,Tamarindus indica
325,Citrus reticulata,Pixie,3000,2500,FODDER FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,pixie,local_name (replaced NA),Kenya,Citrus reticulata Blanco,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus reticulata,100,Citrus reticulata,pixie ,Kenya,V,citrus reticulata,0.033333333333333326,Accepted,scientific_name,pixel,pixel,both,Citrus reticulata
326,Roystonea regia,Royal palm,20,15,SHADE SOIL_FERTILITY ,,FALSE,Kenya,royal palm,local_name (replaced NA),Kenya,Roystonea regia (Kunth) O.F.Cook,SPECIES,ACCEPTED,Plantae,Tracheophyta,Arecales,Arecaceae,Roystonea,Roystonea regia,100,Roystonea regia,Royal palm,Kenya,V,roystonea regia,0,Accepted,scientific_name,royal palm,Royal palm,both,Roystonea regia
327,Mangifera indica,Mango,500,420,FODDER FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
328,Tamarindus indica,kikwasu,10,5,FODDER FIREWOOD CONSTRUCTION FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,tamarindus indica,scientific_name,Kenya,Tamarindus indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Tamarindus,Tamarindus indica,100,Tamarindus indica,,,,,,,,,,both,Tamarindus indica
329,Citrus limon,itimo,1000,800,FODDER FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
330,Azadirachta indica,Mwarobaini,50,38,FODDER FIREWOOD CONSTRUCTION SHADE SOIL_FERTILITY ,,FALSE,Kenya,mwarobaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0.040000000000000036,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
331,Melia volkensii,kirumbutu,35,30,CONSTRUCTION FIREWOOD SHADE ,furniture,FALSE,Kenya,kirumbutu,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,Kirumbutu,Kenya,R,melia volkensii,0,Accepted,scientific_name,mukau,Mukau,both,Melia volkensii
332,Citrus sinensis,orange trees,160,125,FRUITS FIREWOOD ,,TRUE,Kenya,orange trees,local_name (replaced NA),Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,orange tree,Kenya,V,citrus sinensis,0.016666667,Accepted,scientific_name,kisungwa,kisungwa,both,Citrus sinensis
333,Vitis vinifera,Zabibu,40,13,SHADE FRUITS ,,TRUE,Kenya,zabibu,local_name (replaced NA),Kenya,Vitis vinifera L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Vitales,Vitaceae,Vitis,Vitis vinifera,99,Vitis vinifera,Muzabibu,Uganda,R,vitis vinifera,0.083333333,Accepted,scientific_name,zabibu,Muzabibu,both,Vitis vinifera
334,Azadirachta indica,Mwarobaini,50,38,FODDER FIREWOOD CONSTRUCTION SHADE SOIL_FERTILITY ,,FALSE,Kenya,mwarobaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0.040000000000000036,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
335,Mangifera indica,Mango,500,420,FODDER FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
336,Acacia elatior,,20,11,SHADE ,,FALSE,Kenya,acacia elatior,scientific_name,Kenya,Acacia elatior Brenan,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia elatior,100,Acacia elatior,,,,,,,,,,both,Acacia elatior
337,Syzygium cordatum,zambarau,60,49,CONSTRUCTION FRUITS FIREWOOD ,,TRUE,Kenya,zambarau,local_name (replaced NA),Kenya,Syzygium cordatum Hochst.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium cordatum,99,Syzygium cordatum,zambarao,Kenya,V,syzygium cordatum,0.050000000000000044,Accepted,scientific_name,musu,Musu,both,Syzygium cordatum
338,Mangifera indica,kiembe,20,10,SHADE FIREWOOD FRUITS ,,TRUE,Kenya,kiembe,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,kiembe,Kenya,V,mangifera indica,0,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
339,Mangifera indica,kiembe,20,10,FIREWOOD FRUITS ,,TRUE,Kenya,kiembe,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,kiembe,Kenya,V,mangifera indica,0,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
340,Eriobotrya japonica,kitundu,20,15,CONSTRUCTION SHADE FIREWOOD ,,FALSE,Kenya,kitundu,local_name (replaced NA),Kenya,Eriobotrya japonica (Thunb.) Lindl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Rosales,Rosaceae,Rhaphiolepis,Rhaphiolepis bibas,100,Eriobotrya japonica,Kitunda,Kenya,R,eriobotrya japonica,0.057142857,Accepted,scientific_name,kitundu,Kitunda,both,Eriobotrya japonica
341,Cordyla africana,cordia,30,15,CONSTRUCTION FIREWOOD FODDER ,,FALSE,Kenya,cordia,local_name (replaced NA),Kenya,Cordyla africana Lour.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Cordyla,Cordyla africana,100,Cordyla africana,Cordyla,Kenya,R,cordyla africana,0.09047619,Accepted,scientific_name,cordia,Cordyla,both,Cordyla africana
342,Boswellia neglecta,mtundu,40,40,CONSTRUCTION FIREWOOD SOIL_FERTILITY MEDICINAL ,,FALSE,Kenya,mtundu,local_name (replaced NA),Kenya,Boswellia neglecta S.Moore,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Burseraceae,Boswellia,Boswellia neglecta,100,Boswellia neglecta,Mtungu,Kenya,R,boswellia neglecta,0.066666667,Accepted,scientific_name,mtundu,Mtungu,both,Boswellia neglecta
343,,mshilingi,1200,1150,CONSTRUCTION SHADE ,,FALSE,Kenya,mshilingi,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
344,Melia volkensii,mukau,400,250,MEDICINAL FIREWOOD CONSTRUCTION ,,FALSE,Kenya,mukau,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,Mukau,Kenya,R,melia volkensii,0,Accepted,scientific_name,mukau,Mukau,both,Melia volkensii
345,Croton megalocarpus,muthulu,500,200,FIREWOOD CONSTRUCTION SHADE NUTS ,,FALSE,Kenya,muthulu,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,muthulu,Kenya,V,croton megalocarpus,0,Accepted,scientific_name,muthulu,muthulu,both,Croton megalocarpus
346,Acacia tortilis,Mwaa,50,30,SOIL_FERTILITY SHADE FODDER FIREWOOD CONSTRUCTION ,,FALSE,Kenya,acacia tortillis,scientific_name,Kenya,Acacia tortilis (Forssk.) Hayne,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia tortilis,97,Acacia tortilis,,,,,,,,,,both,Acacia tortilis
347,Eriobotrya japonica,Kiundwa,20,18,SOIL_FERTILITY SHADE FODDER FIREWOOD CONSTRUCTION ,,FALSE,Kenya,kiundwa,local_name (replaced NA),Kenya,Eriobotrya japonica (Thunb.) Lindl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Rosales,Rosaceae,Rhaphiolepis,Rhaphiolepis bibas,100,Eriobotrya japonica,Kitunda,Kenya,R,eriobotrya japonica,0.076190476,Accepted,scientific_name,kitundu,Kitunda,both,Eriobotrya japonica
348,Acacia mellifera,Kithiia,20,15,SOIL_FERTILITY SHADE FODDER FIREWOOD ,,FALSE,Kenya,kithiia,local_name (replaced NA),Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,kithiia,Kenya,V,acacia mellifera,0,Accepted,scientific_name,kikwata,Kikwata,both,Acacia mellifera
349,Melia volkensii,Mukau,2000,1800,MEDICINAL SOIL_FERTILITY SHADE FODDER FIREWOOD CONSTRUCTION ,,FALSE,Kenya,melia volkensi,scientific_name,Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,98,Melia volkensii,,,,,,,,,,both,Melia volkensii
350,Melia volkensii,melia volkensii,300,250,CONSTRUCTION FODDER SOIL_FERTILITY FIREWOOD ,,FALSE,Kenya,melia volkensii,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,,,,,,,,,,both,Melia volkensii
351,Croton megalocarpus,kithulu,100,70,SOIL_FERTILITY FODDER SHADE FIREWOOD MEDICINAL ,,FALSE,Kenya,croton megalocarpus,scientific_name,Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,,,,,,,,,,both,Croton megalocarpus
352,Erythrina abyssinica,Matithi,20,18,FODDER FIREWOOD CONSTRUCTION SHADE SOIL_FERTILITY ,,FALSE,Kenya,matithi,local_name (replaced NA),Kenya,Erythrina abyssinica Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Erythrina,Erythrina abyssinica,99,Erythrina abyssinica,mtiti,Tanzania,R,erythrina abyssinica,0.085714286,Accepted,scientific_name,matithi,mtiti,both,Erythrina abyssinica
353,Melia volkensii,mukau,95,65,FIREWOOD FODDER CONSTRUCTION ,,FALSE,Kenya,melia volkensii,scientific_name,Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,,,,,,,,,,both,Melia volkensii
354,Mangifera indica,kiembe,75,65,SHADE FIREWOOD FRUITS ,,TRUE,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
355,Azadirachta indica,mwarubaini,30,5,MEDICINAL CONSTRUCTION FIREWOOD SHADE ,,FALSE,Kenya,mwarubaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
356,Azadirachta indica,mwarubaini,6,5,CONSTRUCTION MEDICINAL FIREWOOD SHADE ,,FALSE,Kenya,mwarubaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
357,Grevillea robusta,mukima,20,10,CONSTRUCTION SHADE ,,FALSE,Kenya,mukima,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,Mukima,Kenya,R,grevillea robusta,0,Accepted,scientific_name,mukima,Mukima,both,Grevillea robusta
358,Melia volkensii,mukau,3,2,FODDER CONSTRUCTION FIREWOOD ,,FALSE,Kenya,mukau,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,Mukau,Kenya,R,melia volkensii,0,Accepted,scientific_name,mukau,Mukau,both,Melia volkensii
359,Azadirachta indica,mkilifi,3,3,CONSTRUCTION SHADE ,,FALSE,Kenya,mkilifi,local_name (replaced Unknown),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mkilifi,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
360,Azadirachta indica,Mwarubaini,2100,2000,SHADE SOIL_FERTILITY ,,FALSE,Kenya,azadirachta indica,scientific_name,Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,,,,,,,,,,both,Azadirachta indica
361,Cascabela thevetia,Yellow Elder,30,30,SHADE ,,FALSE,Kenya,yellow elder,local_name (replaced NA),Kenya,Cascabela thevetia (L.) Lippold,SPECIES,ACCEPTED,Plantae,Tracheophyta,Gentianales,Apocynaceae,Cascabela,Cascabela thevetia,100,Cascabela thevetia,Yellow oleander,Zambia,R,cascabela thevetia,0.056666667,Accepted,scientific_name,yellow elder,Yellow oleander,both,Cascabela thevetia
362,Tamarindus indica,kikwasu,10,5,FODDER FIREWOOD CONSTRUCTION FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,tamarindus indica,scientific_name,Kenya,Tamarindus indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Tamarindus,Tamarindus indica,100,Tamarindus indica,,,,,,,,,,both,Tamarindus indica
363,Citrus limon,itimo,1000,800,FODDER FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
364,Azadirachta indica,Mwarobaini,50,38,FODDER FIREWOOD CONSTRUCTION SHADE SOIL_FERTILITY ,,FALSE,Kenya,mwarobaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0.040000000000000036,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
365,Melia azedarach,pendant bure,15,12,SHADE ,,FALSE,Kenya,pendant bure,local_name (replaced NA),Kenya,Melia azedarach L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia azedarach,99,Melia azedarach,mpenda bure,Kenya,V,melia azedarach,0.085858586,Accepted,scientific_name,mpenda bure,mpenda bure,both,Melia azedarach
366,Citrus sinensis,mchungwa,10,5,FRUITS SHADE ,,TRUE,Kenya,mchungwa,local_name (replaced NA),Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,mchungwa,Kenya,V,citrus sinensis,0,Accepted,scientific_name,kisungwa,kisungwa,both,Citrus sinensis
367,Citrus,Blood orange,100,95,FODDER FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,citrus osbec,scientific_name,Kenya,Citrus L.,GENUS,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,,96,Citrus,,,,,,,,,,both,Citrus
368,Citrus limon,itimo,1000,800,FODDER FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
369,Azadirachta indica,Mwarobaini,50,38,FODDER FIREWOOD CONSTRUCTION SHADE SOIL_FERTILITY ,,FALSE,Kenya,mwarobaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0.040000000000000036,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
370,Citrus reticulata,Pixie,3000,2500,FODDER FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,pixie,local_name (replaced NA),Kenya,Citrus reticulata Blanco,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus reticulata,100,Citrus reticulata,pixie ,Kenya,V,citrus reticulata,0.033333333333333326,Accepted,scientific_name,pixel,pixel,both,Citrus reticulata
371,Grevillea robusta,gerivellia,200,150,FIREWOOD CONSTRUCTION ,,FALSE,Kenya,gerivellia,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,greverillia,,J,grevillea robusta,0.087272727,Accepted,scientific_name,mukima,Mukima,both,Grevillea robusta
372,Musa sapientum,Banana,50,37,SHADE FRUITS ,,TRUE,Kenya,banana,local_name (replaced NA),Kenya,Musa × sapientum L.,SPECIES,SYNONYM,Plantae,Tracheophyta,Zingiberales,Musaceae,Musa,Musa paradisiaca,100,Musa sapientum,Banana,Eritrea,R,musa sapientum,0,Accepted,scientific_name,iiyu,kiiyu,both,Musa sapientum
373,Citrus reticulata,Pixie,3000,2500,FODDER FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,pixie,local_name (replaced NA),Kenya,Citrus reticulata Blanco,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus reticulata,100,Citrus reticulata,pixie ,Kenya,V,citrus reticulata,0.033333333333333326,Accepted,scientific_name,pixel,pixel,both,Citrus reticulata
374,Citrus limon,itimo,1000,800,FODDER FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
375,Azadirachta indica,Mwarobaini,50,38,FODDER FIREWOOD CONSTRUCTION SHADE SOIL_FERTILITY ,,FALSE,Kenya,mwarobaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0.040000000000000036,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
376,Azadirachta indica,Mwarobaini,50,38,FODDER FIREWOOD CONSTRUCTION SHADE SOIL_FERTILITY ,,FALSE,Kenya,mwarobaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0.040000000000000036,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
377,,Australian grevillea,1500,1000,FIREWOOD CONSTRUCTION ,,FALSE,Kenya,australian grevillea,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
378,Acacia nilotica,musemei,20,19,FIREWOOD CONSTRUCTION FODDER ,,FALSE,Kenya,musemei,local_name (replaced NA),Kenya,Acacia nilotica (L.) Willd. ex Delile,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia nilotica,99,Acacia nilotica,musemei,Kenya,V,acacia nilotica,0,Accepted,scientific_name,musemei,musemei,both,Acacia nilotica
379,Senna siamea,mukengeya,400,250,FIREWOOD CONSTRUCTION SHADE ,,FALSE,Kenya,mukengeya,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,Mukengeta,Kenya,V,senna siamea,0.044444444,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
380,Rhus natalensis,Muthingii,10,5,CONSTRUCTION FIREWOOD FODDER SHADE SOIL_FERTILITY ,,FALSE,Kenya,muthingii,local_name (replaced NA),Kenya,Rhus natalensis Bernh. ex Krauss,SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Searsia,Searsia natalensis,99,Rhus natalensis,Muthigio,Kenya,R,rhus natalensis,0.069444444,Accepted,scientific_name,kitai,Kitarika,both,Rhus natalensis
381,Azadirachta indica,Mwarobaini,1000,800,CONSTRUCTION FIREWOOD FODDER SHADE SOIL_FERTILITY ,,FALSE,Kenya,mwarobaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0.040000000000000036,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
382,Citrus limon,lemon,195,190,FRUITS SOIL_FERTILITY ,,TRUE,Kenya,lemon,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,lemon,Kenya,V,citrus limon,0,Accepted,scientific_name,kitimu,kitimu,both,Citrus limon
383,Annona cherimola,tomoko,3,2,FRUITS SOIL_FERTILITY FIREWOOD ,,TRUE,Kenya,tomoko,local_name (replaced NA),Kenya,Annona cherimola Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona cherimola,100,Annona cherimola,kitomoko,Kenya,V,annona cherimola,0.083333333,Accepted,scientific_name,kitomoko,kitomoko,both,Annona cherimola
384,Azadirachta indica,Mwarobaini,1000,800,FODDER MEDICINAL FIREWOOD CONSTRUCTION SHADE SOIL_FERTILITY ,,FALSE,Kenya,mwarobaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0.040000000000000036,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
385,Dalbergia melanoxylon,Muvingo,100,42,FIREWOOD CONSTRUCTION ,Carving,FALSE,Kenya,muvingo,local_name (replaced NA),Kenya,Dalbergia melanoxylon Guill. & Perr.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Dalbergia,Dalbergia melanoxylon,100,Dalbergia melanoxylon,Muvingo,Kenya,R,dalbergia melanoxylon,0,Accepted,scientific_name,mlingoswe,mlongoswe,both,Dalbergia melanoxylon
386,Grevillea robusta,mukima,200,163,FIREWOOD CONSTRUCTION ,,FALSE,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
387,Monoon longifolium,ash oak,13,12,OTHER ,making the compound beautiful,FALSE,Kenya,ash oak,local_name (replaced NA),Kenya,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,Polyalthia longifolia,100,Monoon longifolium,ash oak,Kenya,V,monoon longifolium,0,Accepted,scientific_name,ashok,ashok,both,Monoon longifolium
