GID_2,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2
KEN.43.7_1,KEN,Kenya,KEN.43_1,Turkana,NA,unknown2,NA,NA,Constituency,Constituency,0,NA
KEN.44.1_1,KEN,Kenya,KEN.44_1,UasinGishu,NA,Ainabkoi,NA,NA,Constituency,Constituency,144,NA
KEN.44.2_1,KEN,Kenya,KEN.44_1,UasinGishu,NA,Kapseret,NA,NA,Constituency,Constituency,145,NA
KEN.44.3_1,KEN,Kenya,KEN.44_1,UasinGishu,NA,Kesses,NA,NA,Constituency,Constituency,146,NA
KEN.44.4_1,KEN,Kenya,KEN.44_1,UasinGishu,NA,Moiben,NA,NA,Constituency,Constituency,143,NA
KEN.44.5_1,KEN,Kenya,KEN.44_1,UasinGishu,NA,Soy,NA,NA,Constituency,Constituency,141,NA
KEN.44.6_1,KEN,Kenya,KEN.44_1,UasinGishu,NA,Turbo,NA,NA,Constituency,Constituency,142,NA
KEN.45.1_1,KEN,Kenya,KEN.45_1,Vihiga,NA,Emuhaya,NA,NA,Constituency,Constituency,215,NA
KEN.45.2_1,KEN,Kenya,KEN.45_1,Vihiga,NA,Hamisi,NA,NA,Constituency,Constituency,213,NA
KEN.45.3_1,KEN,Kenya,KEN.45_1,Vihiga,NA,Luanda,NA,NA,Constituency,Constituency,214,NA
KEN.45.4_1,KEN,Kenya,KEN.45_1,Vihiga,NA,Sabatia,NA,NA,Constituency,Constituency,212,NA
KEN.45.5_1,KEN,Kenya,KEN.45_1,Vihiga,NA,Vihiga,NA,NA,Constituency,Constituency,211,NA
KEN.46.1_1,KEN,Kenya,KEN.46_1,Wajir,NA,Eldas,NA,NA,Constituency,Constituency,37,NA
KEN.46.2_1,KEN,Kenya,KEN.46_1,Wajir,NA,Tarbaj,NA,NA,Constituency,Constituency,35,NA
KEN.46.3_1,KEN,Kenya,KEN.46_1,Wajir,NA,WajirEast,NA,NA,Constituency,Constituency,34,NA
KEN.46.4_1,KEN,Kenya,KEN.46_1,Wajir,NA,WajirNorth,NA,NA,Constituency,Constituency,33,NA
KEN.46.5_1,KEN,Kenya,KEN.46_1,Wajir,NA,WajirSouth,NA,NA,Constituency,Constituency,38,NA
KEN.46.6_1,KEN,Kenya,KEN.46_1,Wajir,NA,WajirWest,NA,NA,Constituency,Constituency,36,NA
KEN.47.1_1,KEN,Kenya,KEN.47_1,WestPokot,NA,Kacheliba,NA,NA,Constituency,Constituency,131,NA
KEN.47.2_1,KEN,Kenya,KEN.47_1,WestPokot,NA,Kapenguria,NA,NA,Constituency,Constituency,129,NA
KEN.47.3_1,KEN,Kenya,KEN.47_1,WestPokot,NA,PokotSouth,NA,NA,Constituency,Constituency,132,NA
KEN.47.4_1,KEN,Kenya,KEN.47_1,WestPokot,NA,Sigor,NA,NA,Constituency,Constituency,130,NA
KEN.47.5_1,KEN,Kenya,KEN.47_1,WestPokot,NA,unknown3,NA,NA,Constituency,Constituency,0,NA
