,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,GID_3,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,NL_NAME_2,NAME_3,VARNAME_3,NL_NAME_3,TYPE_3,ENGTYPE_3,CC_3,HASC_3
210,210,210,210,ETH.8.1.4_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Chole,,,Woreda,District,40809,
211,211,211,211,ETH.8.1.5_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Degeluna Tijo,,,Woreda,District,40815,
212,212,212,212,ETH.8.1.6_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Diksis,,,Woreda,District,40822,
213,213,213,213,ETH.8.1.7_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Dodota,,,Woreda,District,40805,
214,214,214,214,ETH.8.1.8_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Gololcha Arsi,,,Woreda,District,40803,
215,215,215,215,ETH.8.1.9_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Guna,,,Woreda,District,40819,
216,216,216,216,ETH.8.1.10_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Hitosa,,,Woreda,District,40807,
217,217,217,217,ETH.8.1.11_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Inkolo Wabe,,,Woreda,District,40824,
218,218,218,218,ETH.8.1.12_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Jeju,,,Woreda,District,40804,
219,219,219,219,ETH.8.1.13_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Limu Bilbilo,,,Woreda,District,40818,
220,220,220,220,ETH.8.1.14_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Lude Hitosa,,,Woreda,District,40821,
221,221,221,221,ETH.8.1.15_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Merti,,,Woreda,District,40801,
222,222,222,222,ETH.8.1.16_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Munessa,,,Woreda,District,40817,
223,223,223,223,ETH.8.1.17_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Robe,,,Woreda,District,40812,
224,224,224,224,ETH.8.1.18_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Seru,,,Woreda,District,40811,
225,225,225,225,ETH.8.1.19_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Shirka,,,Woreda,District,40814,
226,226,226,226,ETH.8.1.20_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Sire,,,Woreda,District,40820,
227,227,227,227,ETH.8.1.21_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Sude,,,Woreda,District,40808,
228,228,228,228,ETH.8.1.22_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Tena,,,Woreda,District,40813,
229,229,229,229,ETH.8.1.23_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Tiyo,,,Woreda,District,40816,
230,230,230,230,ETH.8.1.24_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.1_1,Arsi,,Ziway Dugda,,,Woreda,District,40806,
231,231,231,231,ETH.8.2.1_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.2_1,Bale,,Agarfa,,,Woreda,District,41104,
232,232,232,232,ETH.8.2.2_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.2_1,Bale,,Berbere,,,Woreda,District,41114,
233,233,233,233,ETH.8.2.3_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.2_1,Bale,,Dawe Kachen,,,Woreda,District,41121,
234,234,234,234,ETH.8.2.4_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.2_1,Bale,,Dinsho,,,Woreda,District,41122,
235,235,235,235,ETH.8.2.5_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.2_1,Bale,,Gasera,,,Woreda,District,41106,
236,236,236,236,ETH.8.2.6_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.2_1,Bale,,Ginir,,,Woreda,District,41108,
237,237,237,237,ETH.8.2.7_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.2_1,Bale,,Goba,,,Woreda,District,41110,
238,238,238,238,ETH.8.2.8_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.2_1,Bale,,Gololcha Bale,,,Woreda,District,41105,
239,239,239,239,ETH.8.2.9_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.2_1,Bale,,Goro,,,Woreda,District,41116,
240,240,240,240,ETH.8.2.10_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.2_1,Bale,,Gura Damole,,,Woreda,District,41115,
241,241,241,241,ETH.8.2.11_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.2_1,Bale,,Harena Buluk,,,Woreda,District,41111,
242,242,242,242,ETH.8.2.12_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.2_1,Bale,,Lege Hida,,,Woreda,District,41107,
243,243,243,243,ETH.8.2.13_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.2_1,Bale,,Meda Welabu,,,Woreda,District,41113,
244,244,244,244,ETH.8.2.14_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.2_1,Bale,,Mena,,,Woreda,District,41112,
245,245,245,245,ETH.8.2.15_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.2_1,Bale,,Rayitu,,,Woreda,District,41117,
246,246,246,246,ETH.8.2.16_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.2_1,Bale,,Seweyna,,,Woreda,District,41118,
247,247,247,247,ETH.8.2.17_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.2_1,Bale,,Sinana,,,Woreda,District,41109,
248,248,248,248,ETH.8.3.1_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.3_1,Borena,,Abaya,,,Woreda,District,41213,
249,249,249,249,ETH.8.3.2_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.3_1,Borena,,Arero,,,Woreda,District,41208,
250,250,250,250,ETH.8.3.3_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.3_1,Borena,,Bule Hora,,,Woreda,District,41206,
251,251,251,251,ETH.8.3.4_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.3_1,Borena,,Dehas,,,Woreda,District,41220,
252,252,252,252,ETH.8.3.5_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.3_1,Borena,,Dillo,,,Woreda,District,41219,
253,253,253,253,ETH.8.3.6_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.3_1,Borena,,Dire,,,Woreda,District,41211,
254,254,254,254,ETH.8.3.7_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.3_1,Borena,,Dugda Dawa,,,Woreda,District,41215,
255,255,255,255,ETH.8.3.8_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.3_1,Borena,,Gelana,,,Woreda,District,41217,
256,256,256,256,ETH.8.3.9_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.3_1,Borena,,Melka Soda,,,Woreda,District,41218,
257,257,257,257,ETH.8.3.10_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.3_1,Borena,,Miyo,,,Woreda,District,41216,
258,258,258,258,ETH.8.3.11_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.3_1,Borena,,Moyale,,,Woreda,District,41210,
259,259,259,259,ETH.8.3.12_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.3_1,Borena,,Teltele,,,Woreda,District,41212,
260,260,260,260,ETH.8.3.13_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.3_1,Borena,,Yabelo,,,Woreda,District,41207,
261,261,261,261,ETH.8.4.1_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.4_1,Debub Mirab Shewa,,Alem Gena,,,Woreda,District,41306,
262,262,262,262,ETH.8.4.2_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.4_1,Debub Mirab Shewa,,Ameya,,,Woreda,District,41301,
263,263,263,263,ETH.8.4.3_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.4_1,Debub Mirab Shewa,,Becho,,,Woreda,District,41309,
264,264,264,264,ETH.8.4.4_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.4_1,Debub Mirab Shewa,,Dawo,,,Woreda,District,41304,
265,265,265,265,ETH.8.4.5_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.4_1,Debub Mirab Shewa,,Goro,,,Woreda,District,41312,
266,266,266,266,ETH.8.4.6_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.4_1,Debub Mirab Shewa,,Ilu,,,Woreda,District,41305,
267,267,267,267,ETH.8.4.7_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.4_1,Debub Mirab Shewa,,Kersana Malima,,,Woreda,District,41307,
268,268,268,268,ETH.8.4.8_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.4_1,Debub Mirab Shewa,,Kondaltiti,,,Woreda,District,41313,
269,269,269,269,ETH.8.4.9_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.4_1,Debub Mirab Shewa,,Seden Sodo,,,Woreda,District,41310,
270,270,270,270,ETH.8.4.10_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.4_1,Debub Mirab Shewa,,Sodo Daci,,,Woreda,District,41314,
271,271,271,271,ETH.8.4.11_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.4_1,Debub Mirab Shewa,,Tole,,,Woreda,District,41308,
272,272,272,272,ETH.8.4.12_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.4_1,Debub Mirab Shewa,,Waliso,,,Woreda,District,41303,
273,273,273,273,ETH.8.4.13_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.4_1,Debub Mirab Shewa,,Wenchi,,,Woreda,District,41302,
274,274,274,274,ETH.8.5.1_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.5_1,Guji,,Adola,,,Woreda,District,41403,
275,275,275,275,ETH.8.5.2_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.5_1,Guji,,Afele Kola,Dima,,Woreda,District,41408,
276,276,276,276,ETH.8.5.3_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.5_1,Guji,,Ana Sora,,,Woreda,District,41411,
277,277,277,277,ETH.8.5.4_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.5_1,Guji,,Bore,,,Woreda,District,41402,
278,278,278,278,ETH.8.5.5_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.5_1,Guji,,Girja(Harenfema),,,Woreda,District,41410,
279,279,279,279,ETH.8.5.6_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.5_1,Guji,,Goro Dola,,,Woreda,District,41413,
280,280,280,280,ETH.8.5.7_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.5_1,Guji,,Hambela Wamena,,,Woreda,District,41409,
281,281,281,281,ETH.8.5.8_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.5_1,Guji,,Kercha,,,Woreda,District,41406,
282,282,282,282,ETH.8.5.9_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.5_1,Guji,,Liben,,,Woreda,District,41407,
283,283,283,283,ETH.8.5.10_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.5_1,Guji,,Odo Shakiso,,,Woreda,District,41405,
284,284,284,284,ETH.8.5.11_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.5_1,Guji,,Saba Boru,,,Woreda,District,41412,
285,285,285,285,ETH.8.5.12_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.5_1,Guji,,Uraga,,,Woreda,District,41401,
286,286,286,286,ETH.8.5.13_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.5_1,Guji,,Wadera,,,Woreda,District,41404,
287,287,287,287,ETH.8.6.1_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.6_1,Horo Guduru,,Ababo,,,Woreda,District,41904,
288,288,288,288,ETH.8.6.2_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.6_1,Horo Guduru,,Abay Chomen,,,Woreda,District,41905,
289,289,289,289,ETH.8.6.3_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.6_1,Horo Guduru,,Abe Dongoro,,,Woreda,District,41910,
290,290,290,290,ETH.8.6.4_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.6_1,Horo Guduru,,Amuru,,,Woreda,District,41909,
291,291,291,291,ETH.8.6.5_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.6_1,Horo Guduru,,Guduru,,,Woreda,District,41903,
292,292,292,292,ETH.8.6.6_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.6_1,Horo Guduru,,Horo,,,Woreda,District,41901,
293,293,293,293,ETH.8.6.7_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.6_1,Horo Guduru,,Jarte Jardega,,,Woreda,District,41908,
294,294,294,294,ETH.8.6.8_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.6_1,Horo Guduru,,Jimma Genete,,,Woreda,District,41906,
295,295,295,295,ETH.8.6.9_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.6_1,Horo Guduru,,Jimma Rare,,,Woreda,District,41907,
296,296,296,296,ETH.8.7.1_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Ale,,,Woreda,District,40311,
297,297,297,297,ETH.8.7.2_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Alge Sachi,,,Woreda,District,40302,
298,298,298,298,ETH.8.7.3_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Badele Zuria,,,Woreda,District,40322,
299,299,299,299,ETH.8.7.4_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Becho,,,Woreda,District,40314,
300,300,300,300,ETH.8.7.5_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Bilo Nopha,,,Woreda,District,40315,
301,301,301,301,ETH.8.7.6_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Borecha,,,Woreda,District,40307,
302,302,302,302,ETH.8.7.7_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Bure,,,Woreda,District,40312,
303,303,303,303,ETH.8.7.8_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Chora,,,Woreda,District,40303,
304,304,304,304,ETH.8.7.9_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Chwaka,,,Woreda,District,40323,
305,305,305,305,ETH.8.7.10_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Dabo Hana,,,Woreda,District,40305,
306,306,306,306,ETH.8.7.11_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Darimu,,,Woreda,District,40301,
307,307,307,307,ETH.8.7.12_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Dedesa,,,Woreda,District,40308,
308,308,308,308,ETH.8.7.13_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Dega,,,Woreda,District,40304,
309,309,309,309,ETH.8.7.14_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Didu,,,Woreda,District,40317,
310,310,310,310,ETH.8.7.15_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Dorani,,,Woreda,District,40324,
311,311,311,311,ETH.8.7.16_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Gechi,,,Woreda,District,40306,
312,312,312,312,ETH.8.7.17_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Halu,Huka,,Woreda,District,40319,
313,313,313,313,ETH.8.7.18_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Hurumu,,,Woreda,District,40316,
314,314,314,314,ETH.8.7.19_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Meko,,,Woreda,District,40318,
315,315,315,315,ETH.8.7.20_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Metu Zuria,,,Woreda,District,40310,
316,316,316,316,ETH.8.7.21_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Sale Nono,,,Woreda,District,40313,
317,317,317,317,ETH.8.7.22_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.7_1,Ilubabor,,Yayu,,,Woreda,District,40309,
318,318,318,318,ETH.8.8.1_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.8_1,Jimma,,Chora,,,Woreda,District,40415,
319,319,319,319,ETH.8.8.2_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.8_1,Jimma,,Dedo,,,Woreda,District,40410,
320,320,320,320,ETH.8.8.3_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.8_1,Jimma,,Gera,,,Woreda,District,40408,
321,321,321,321,ETH.8.8.4_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.8_1,Jimma,,Goma,,,Woreda,District,40407,
322,322,322,322,ETH.8.8.5_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.8_1,Jimma,,Gumay,,,Woreda,District,40416,
323,323,323,323,ETH.8.8.6_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.8_1,Jimma,,Kersa,,,Woreda,District,40405,
324,324,324,324,ETH.8.8.7_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.8_1,Jimma,,Limu Kosa,,,Woreda,District,40402,
325,325,325,325,ETH.8.8.8_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.8_1,Jimma,,Limu Seka,,,Woreda,District,40401,
326,326,326,326,ETH.8.8.9_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.8_1,Jimma,,Mena,,,Woreda,District,40406,
327,327,327,327,ETH.8.8.10_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.8_1,Jimma,,Omo Nada,,,Woreda,District,40411,
328,328,328,328,ETH.8.8.11_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.8_1,Jimma,,Seka Chekorsa,,,Woreda,District,40409,
329,329,329,329,ETH.8.8.12_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.8_1,Jimma,,Sekoru,,,Woreda,District,40403,
330,330,330,330,ETH.8.8.13_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.8_1,Jimma,,Setema,,,Woreda,District,40413,
331,331,331,331,ETH.8.8.14_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.8_1,Jimma,,Shebe Sambo,,,Woreda,District,40414,
332,332,332,332,ETH.8.8.15_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.8_1,Jimma,,Sigmo,,,Woreda,District,40412,
333,333,333,333,ETH.8.8.16_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.8_1,Jimma,,Tiro Afeta,,,Woreda,District,40404,
334,334,334,334,ETH.8.9.1_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.9_1,Kelem Wellega,,Anfilo,,,Woreda,District,41807,
335,335,335,335,ETH.8.9.2_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.9_1,Kelem Wellega,,Dale Sadi,,,Woreda,District,41808,
336,336,336,336,ETH.8.9.3_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.9_1,Kelem Wellega,,Dale Wabera,,,Woreda,District,41803,
337,337,337,337,ETH.8.9.4_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.9_1,Kelem Wellega,,Gawo Kebe,,,Woreda,District,41804,
338,338,338,338,ETH.8.9.5_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.9_1,Kelem Wellega,,Gidami,,,Woreda,District,41809,
339,339,339,339,ETH.8.9.6_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.9_1,Kelem Wellega,,Hawa Galan,,,Woreda,District,41801,
340,340,340,340,ETH.8.9.7_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.9_1,Kelem Wellega,,Jimma Horo,,,Woreda,District,41810,
341,341,341,341,ETH.8.9.8_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.9_1,Kelem Wellega,,Lalo Kile,,,Woreda,District,41811,
342,342,342,342,ETH.8.9.9_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.9_1,Kelem Wellega,,Sayo,,,Woreda,District,41805,
343,343,343,343,ETH.8.9.10_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.9_1,Kelem Wellega,,Yama Logi Welel,,,Woreda,District,41802,
344,344,344,344,ETH.8.10.1_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.10_1,Mirab Arsi,,Adaba,,,Woreda,District,41710,
345,345,345,345,ETH.8.10.2_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.10_1,Mirab Arsi,,Arsi Negele,,,Woreda,District,41703,
346,346,346,346,ETH.8.10.3_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.10_1,Mirab Arsi,,Dodola,,,Woreda,District,41707,
347,347,347,347,ETH.8.10.4_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.10_1,Mirab Arsi,,Gedeb Asasa,,,Woreda,District,41706,
348,348,348,348,ETH.8.10.5_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.10_1,Mirab Arsi,,Kofele,,,Woreda,District,41704,
349,349,349,349,ETH.8.10.6_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.10_1,Mirab Arsi,,Kokosa,,,Woreda,District,41708,
350,350,350,350,ETH.8.10.7_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.10_1,Mirab Arsi,,Kore,,,Woreda,District,41705,
351,351,351,351,ETH.8.10.8_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.10_1,Mirab Arsi,,Nenesebo,Wereka,,Woreda,District,41709,
352,352,352,352,ETH.8.10.9_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.10_1,Mirab Arsi,,Shalla,,,Woreda,District,41702,
353,353,353,353,ETH.8.10.10_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.10_1,Mirab Arsi,,Shashemene Zuria,,,Woreda,District,41712,
354,354,354,354,ETH.8.10.11_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.10_1,Mirab Arsi,,Siraro,,,Woreda,District,41701,
355,355,355,355,ETH.8.11.1_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.11_1,Mirab Hararghe,,Anchar,,,Woreda,District,40906,
356,356,356,356,ETH.8.11.2_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.11_1,Mirab Hararghe,,Boke,,,Woreda,District,40910,
357,357,357,357,ETH.8.11.3_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.11_1,Mirab Hararghe,,Chiro Zuria,,,Woreda,District,40913,
358,358,358,358,ETH.8.11.4_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.11_1,Mirab Hararghe,,Daro Lebu,,,Woreda,District,40909,
359,359,359,359,ETH.8.11.5_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.11_1,Mirab Hararghe,,Doba,,,Woreda,District,40902,
360,360,360,360,ETH.8.11.6_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.11_1,Mirab Hararghe,,Gemechis,,,Woreda,District,40912,
361,361,361,361,ETH.8.11.7_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.11_1,Mirab Hararghe,,Goba Koricha,,,Woreda,District,40907,
362,362,362,362,ETH.8.11.8_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.11_1,Mirab Hararghe,,Habro,,,Woreda,District,40908,
363,363,363,363,ETH.8.11.9_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.11_1,Mirab Hararghe,,Hawi Gudina,,,Woreda,District,40915,
364,364,364,364,ETH.8.11.10_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.11_1,Mirab Hararghe,,Kuni,,,Woreda,District,40911,
365,365,365,365,ETH.8.11.11_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.11_1,Mirab Hararghe,,Mesela,,,Woreda,District,40904,
366,366,366,366,ETH.8.11.12_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.11_1,Mirab Hararghe,,Mieso,,,Woreda,District,40901,
367,367,367,367,ETH.8.11.13_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.11_1,Mirab Hararghe,,Tulo,,,Woreda,District,40903,
368,368,368,368,ETH.8.12.1_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.12_1,Mirab Shewa,,Abuna G/Beret,,,Woreda,District,40516,
369,369,369,369,ETH.8.12.2_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.12_1,Mirab Shewa,,Adda Berga,,,Woreda,District,40513,
370,370,370,370,ETH.8.12.3_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.12_1,Mirab Shewa,,Ambo Zuria,,,Woreda,District,40503,
371,371,371,371,ETH.8.12.4_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.12_1,Mirab Shewa,,Bako Tibe,,,Woreda,District,40506,
372,372,372,372,ETH.8.12.5_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.12_1,Mirab Shewa,,Cheliya,,,Woreda,District,40505,
373,373,373,373,ETH.8.12.6_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.12_1,Mirab Shewa,,Dano,,,Woreda,District,40507,
374,374,374,374,ETH.8.12.7_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.12_1,Mirab Shewa,,Dendi,,,Woreda,District,40510,
375,375,375,375,ETH.8.12.8_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.12_1,Mirab Shewa,,Ejere,AddisAlem,,Woreda,District,40511,
376,376,376,376,ETH.8.12.9_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.12_1,Mirab Shewa,,Ginde Beret,,,Woreda,District,40501,
377,377,377,377,ETH.8.12.10_1,ETH,Ethiopia,ETH.8_1,Oromia,,ETH.8.12_1,Mirab Shewa,,Ifata,,,Woreda,District,40519,
